datum_pokretanja,izvor,ime,link,status,razlog
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/sutomore-zagradje--67805,skip,HTTP greška ili drugi grad
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/dvosoban-stan-64-m-prvi-sprat-novogradnja-go--67744,star,van cutoffa
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/izdaje-se-stan-preko-morace--67739,star,van cutoffa
2026-06-29 10:07,Patuljak.me,Tvoj agent,https://www.patuljak.me/oglas/prodaje-se-jednosoban-stan--67796,posrednik,agencija: agent
2026-06-29 10:07,Patuljak.me,Tvoj agent,https://www.patuljak.me/oglas/prodaje-se-jednosoban-stan--67786,posrednik,agencija: agent
2026-06-29 10:07,Patuljak.me,Tvoj agent,https://www.patuljak.me/oglas/prodaje-se-dvosoban-stan--67798,posrednik,agencija: agent
2026-06-29 10:07,Patuljak.me,Tvoj agent,https://www.patuljak.me/oglas/prodaje-se-jednosoban-stan--67785,posrednik,agencija: agent
2026-06-29 10:07,Patuljak.me,Dijana,https://www.patuljak.me/oglas/izdajem-dvosoban-namjesten-stan--67803,poslat,
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/prodaje-se-poslovni-prostor--67737,star,van cutoffa
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/izdavanje-namjesten-stan-sprat-kuce-parking-pod--67740,star,van cutoffa
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/izdajem-jednosoban-stan--67738,star,van cutoffa
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/prodajem-stan--67742,star,van cutoffa
2026-06-29 10:07,Patuljak.me,Caslav,https://www.patuljak.me/oglas/izdajem-stan-u-zabjelu-70m2--67801,poslat,
2026-06-29 10:07,Patuljak.me,Tvoj agent,https://www.patuljak.me/oglas/prodaje-se-jednosoban-stan--67787,posrednik,agencija: agent
2026-06-29 10:07,Patuljak.me,Tvoj agent,https://www.patuljak.me/oglas/prodaje-se-jednosoban-stan--67784,posrednik,agencija: agent
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/--,skip,HTTP greška ili drugi grad
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/prodaje-se-jednosoban-stan--67724,star,van cutoffa
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/prodaje-se-jednosoban-stan--67723,star,van cutoffa
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/izdajem-namjestenu-garsonjeru-28-kvadrata--67713,star,van cutoffa
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/prodaje-se-trosoban-stan--67727,star,van cutoffa
2026-06-29 10:07,Patuljak.me,,https://www.patuljak.me/oglas/izdavanjekuca-momisici--67702,star,van cutoffa
2026-06-29 10:07,Realitica.com (prodaja),City Properties,https://www.realitica.com/hr/listing/3872906,posrednik,agencija: propert
2026-06-29 10:07,Realitica.com (prodaja),City Properties,https://www.realitica.com/hr/listing/3872905,posrednik,agencija: propert
2026-06-29 10:07,Realitica.com (prodaja),Kvadrat Nekretnine,https://www.realitica.com/hr/listing/3872634,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Invest Home,https://www.realitica.com/hr/listing/3872583,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (prodaja),Invest Home,https://www.realitica.com/hr/listing/3872581,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (prodaja),Maja,https://www.realitica.com/hr/listing/3872529,provjeri,5 oglasa
2026-06-29 10:07,Realitica.com (prodaja),Maja,https://www.realitica.com/hr/listing/3872528,provjeri,5 oglasa
2026-06-29 10:07,Realitica.com (prodaja),Maja,https://www.realitica.com/hr/listing/3872523,provjeri,5 oglasa
2026-06-29 10:07,Realitica.com (prodaja),CENTAR NEKRETNINE,https://www.realitica.com/hr/listing/3872381,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Good Home,https://www.realitica.com/hr/listing/3872358,posrednik,agencija: good home
2026-06-29 10:07,Realitica.com (prodaja),Good Home,https://www.realitica.com/hr/listing/3872356,posrednik,agencija: good home
2026-06-29 10:07,Realitica.com (prodaja),DOM-HOME,https://www.realitica.com/hr/listing/3872153,posrednik,agencija: dom-home
2026-06-29 10:07,Realitica.com (prodaja),Multitask Nekretnine,https://www.realitica.com/hr/listing/3872116,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Multitask Nekretnine,https://www.realitica.com/hr/listing/3872115,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Multitask Nekretnine,https://www.realitica.com/hr/listing/3872114,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),TEAM,https://www.realitica.com/hr/listing/3871995,posrednik,agencija: team
2026-06-29 10:07,Realitica.com (prodaja),Invest Home,https://www.realitica.com/hr/listing/3871984,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (prodaja),CONCORD NEKRETNINE,https://www.realitica.com/hr/listing/3871836,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Veljko,https://www.realitica.com/hr/listing/3871662,poslat,
2026-06-29 10:07,Realitica.com (prodaja),Horizon Nekretnine,https://www.realitica.com/hr/listing/3871569,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),REM D.o.o.,https://www.realitica.com/hr/listing/3871549,posrednik,agencija: d.o.o
2026-06-29 10:07,Realitica.com (prodaja),Stellar Nekretnine,https://www.realitica.com/hr/listing/3871527,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Trust Nekretnine,https://www.realitica.com/hr/listing/3871470,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Trust Nekretnine,https://www.realitica.com/hr/listing/3871460,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Trust Nekretnine,https://www.realitica.com/hr/listing/3871453,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Trust Nekretnine,https://www.realitica.com/hr/listing/3871445,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Premium Group,https://www.realitica.com/hr/listing/3871443,posrednik,agencija: premium group
2026-06-29 10:07,Realitica.com (prodaja),Vladan,https://www.realitica.com/hr/listing/3871403,poslat,
2026-06-29 10:07,Realitica.com (prodaja),Vladan,https://www.realitica.com/hr/listing/3871400,poslat,
2026-06-29 10:07,Realitica.com (prodaja),Horizon Nekretnine,https://www.realitica.com/hr/listing/3871372,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Danijela Platinum,https://www.realitica.com/hr/listing/3871355,posrednik,agencija: platinum
2026-06-29 10:07,Realitica.com (prodaja),Fresh Nekretnine,https://www.realitica.com/hr/listing/3871206,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Square Nekretnine,https://www.realitica.com/hr/listing/3871092,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Square Nekretnine,https://www.realitica.com/hr/listing/3871091,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Kvadrat Nekretnine,https://www.realitica.com/hr/listing/3871060,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),Kvadrat Nekretnine,https://www.realitica.com/hr/listing/3871059,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (prodaja),TALUMA MONTENEGRO,https://www.realitica.com/hr/listing/3871056,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (prodaja),TALUMA MONTENEGRO,https://www.realitica.com/hr/listing/3871055,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (prodaja),TALUMA MONTENEGRO,https://www.realitica.com/hr/listing/3871052,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (prodaja),TALUMA MONTENEGRO,https://www.realitica.com/hr/listing/3871051,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (prodaja),TALUMA MONTENEGRO,https://www.realitica.com/hr/listing/3871043,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (prodaja),TALUMA MONTENEGRO,https://www.realitica.com/hr/listing/3871042,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (prodaja),TALUMA MONTENEGRO,https://www.realitica.com/hr/listing/3871041,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (prodaja),MASTER Real Estate,https://www.realitica.com/hr/listing/3871015,posrednik,agencija: real estate
2026-06-29 10:07,Realitica.com (prodaja),City Properties,https://www.realitica.com/hr/listing/3870952,posrednik,agencija: propert
2026-06-29 10:07,Realitica.com (prodaja),TEAM,https://www.realitica.com/hr/listing/3870922,posrednik,agencija: team
2026-06-29 10:07,Realitica.com (prodaja),Invest Home,https://www.realitica.com/hr/listing/3870752,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (prodaja),Baza Properties,https://www.realitica.com/hr/listing/3870638,posrednik,agencija: propert
2026-06-29 10:07,Realitica.com (prodaja),Baza Properties,https://www.realitica.com/hr/listing/3870635,posrednik,agencija: propert
2026-06-29 10:07,Realitica.com (prodaja),Baza Properties,https://www.realitica.com/hr/listing/3870633,posrednik,agencija: propert
2026-06-29 10:07,Realitica.com (najam),Trust Nekretnine,https://www.realitica.com/hr/listing/3873000,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Focus Nekretnine,https://www.realitica.com/hr/listing/3872990,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),KVART NEKRETNINE,https://www.realitica.com/hr/listing/3872985,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),TALUMA MONTENEGRO,https://www.realitica.com/hr/listing/3872927,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (najam),City Properties,https://www.realitica.com/hr/listing/3872908,posrednik,agencija: propert
2026-06-29 10:07,Realitica.com (najam),City Properties,https://www.realitica.com/hr/listing/3872907,posrednik,agencija: propert
2026-06-29 10:07,Realitica.com (najam),Invest Home,https://www.realitica.com/hr/listing/3872900,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (najam),Invest Home,https://www.realitica.com/hr/listing/3872899,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (najam),Lumaro Properties,https://www.realitica.com/hr/listing/3872880,posrednik,agencija: propert
2026-06-29 10:07,Realitica.com (najam),Miki,https://www.realitica.com/hr/listing/3872844,poslat,
2026-06-29 10:07,Realitica.com (najam),Kodeks Nekretnine,https://www.realitica.com/hr/listing/3872604,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Kodeks Nekretnine,https://www.realitica.com/hr/listing/3872603,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Kodeks Nekretnine,https://www.realitica.com/hr/listing/3872602,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Kodeks Nekretnine,https://www.realitica.com/hr/listing/3872601,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Kodeks Nekretnine,https://www.realitica.com/hr/listing/3872600,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Kodeks Nekretnine,https://www.realitica.com/hr/listing/3872599,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Invest Home,https://www.realitica.com/hr/listing/3872585,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (najam),Maja,https://www.realitica.com/hr/listing/3872525,provjeri,5 oglasa
2026-06-29 10:07,Realitica.com (najam),Maja,https://www.realitica.com/hr/listing/3872524,provjeri,5 oglasa
2026-06-29 10:07,Realitica.com (najam),Vlasnik,https://www.realitica.com/hr/listing/3872491,poslat,
2026-06-29 10:07,Realitica.com (najam),Vlasnik,https://www.realitica.com/hr/listing/3872485,poslat,
2026-06-29 10:07,Realitica.com (najam),Borislav,https://www.realitica.com/hr/listing/3872443,poslat,
2026-06-29 10:07,Realitica.com (najam),Trust Nekretnine,https://www.realitica.com/hr/listing/3872437,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Menadžer Nekretnine,https://www.realitica.com/hr/listing/3872430,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Menadžer Nekretnine,https://www.realitica.com/hr/listing/3872428,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Menadžer Nekretnine,https://www.realitica.com/hr/listing/3872427,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Vuk,https://www.realitica.com/hr/listing/3872418,poslat,
2026-06-29 10:07,Realitica.com (najam),LUXURY Montenegro,https://www.realitica.com/hr/listing/3872383,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (najam),LUXURY Montenegro,https://www.realitica.com/hr/listing/3872377,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (najam),LUXURY Montenegro,https://www.realitica.com/hr/listing/3872376,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (najam),Nekretnina.me_pg,https://www.realitica.com/hr/listing/3872357,posrednik,agencija: nekretnin
2026-06-29 10:07,Realitica.com (najam),Fresh Nekretnine,https://www.realitica.com/hr/listing/3872179,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Fresh Nekretnine,https://www.realitica.com/hr/listing/3872178,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),DOM-HOME,https://www.realitica.com/hr/listing/3872154,posrednik,agencija: dom-home
2026-06-29 10:07,Realitica.com (najam),DOM-HOME,https://www.realitica.com/hr/listing/3872151,posrednik,agencija: dom-home
2026-06-29 10:07,Realitica.com (najam),Multitask Nekretnine,https://www.realitica.com/hr/listing/3872117,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Multitask Nekretnine,https://www.realitica.com/hr/listing/3872113,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),Kvadrat Nekretnine,https://www.realitica.com/hr/listing/3872083,posrednik,agencija: nekretnine
2026-06-29 10:07,Realitica.com (najam),TALUMA MONTENEGRO,https://www.realitica.com/hr/listing/3872075,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (najam),TALUMA MONTENEGRO,https://www.realitica.com/hr/listing/3872073,posrednik,agencija: montenegro
2026-06-29 10:07,Realitica.com (najam),TEAM,https://www.realitica.com/hr/listing/3871997,posrednik,agencija: team
2026-06-29 10:07,Realitica.com (najam),TEAM,https://www.realitica.com/hr/listing/3871996,posrednik,agencija: team
2026-06-29 10:07,Realitica.com (najam),TEAM,https://www.realitica.com/hr/listing/3871994,posrednik,agencija: team
2026-06-29 10:07,Realitica.com (najam),Invest Home,https://www.realitica.com/hr/listing/3871991,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (najam),Invest Home,https://www.realitica.com/hr/listing/3871989,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (najam),Invest Home,https://www.realitica.com/hr/listing/3871987,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (najam),Invest Home,https://www.realitica.com/hr/listing/3871986,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (najam),Invest Home,https://www.realitica.com/hr/listing/3871985,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (najam),Invest Home,https://www.realitica.com/hr/listing/3871983,posrednik,agencija: invest
2026-06-29 10:07,Realitica.com (najam),Prestige Nekretnine,https://www.realitica.com/hr/listing/3871982,posrednik,agencija: nekretnine
